Postcode,Borough,Latitude,Longitude
93460,GOURNAY SUR MARNE,48.8605817902,2.5754331379599997
93260,LES LILAS,48.8819208939,2.419667821
93500,PANTIN,48.8983093876,2.40872147475
93320,LES PAVILLONS SOUS BOIS,48.9082060253,2.50297448267
93110,ROSNY SOUS BOIS,48.8745763768,2.4863404591
93270,SEVRAN,48.9386070153,2.53124057567
93290,TREMBLAY EN FRANCE,48.9784304121,2.55468501543
93430,VILLETANEUSE,48.9572976501,2.34506633651
93150,LE BLANC MESNIL,48.93954755359999,2.46112148528
93390,CLICHY SOUS BOIS,48.907628510600006,2.5462022266
93470,COUBRON,48.9176519555,2.57631231652
93120,LA COURNEUVE,48.9322569546,2.39978064801
93450,L ILE ST DENIS,48.939569376899996,2.3254525276400004
93160,NOISY LE GRAND,48.836182540100005,2.56443736814
93380,PIERREFITTE SUR SEINE,48.9609833355,2.36328125445
93310,LE PRE ST GERVAIS,48.884673487700006,2.40542232961
93340,LE RAINCY,48.896744758500006,2.51973664021
93200,ST DENIS,48.9295650455,2.3592429975
93210,ST DENIS,48.9295650455,2.3592429975
93300,AUBERVILLIERS,48.9121722626,2.3844551376800003
93600,AULNAY SOUS BOIS,48.9458384367,2.49329041687
93000,BOBIGNY,48.907688244,2.43863982727
93370,MONTFERMEIL,48.8982616679,2.5671435479599998
93230,ROMAINVILLE,48.8852118968,2.43767884231
93400,ST OUEN SUR SEINE,48.909806575,2.3325704220500003
93250,VILLEMOMBLE,48.8848370021,2.50893406035
93170,BAGNOLET,48.8690836308,2.4227409668799997
93350,LE BOURGET,48.9361847458,2.42827855593
93440,DUGNY,48.9503408732,2.4238637503000002
93800,EPINAY SUR SEINE,48.9550132062,2.3145304323099998
93220,GAGNY,48.88207631189999,2.5449484757
93330,NEUILLY SUR MARNE,48.8624578581,2.54000288785
93130,NOISY LE SEC,48.891322463,2.45913647372
93240,STAINS,48.9567775699,2.3854495629
93420,VILLEPINTE,48.9590202538,2.5363063420599996
93140,BONDY,48.9023234526,2.4837276938999997
93700,DRANCY,48.923424625900005,2.44492688692
93190,LIVRY GARGAN,48.9197633213,2.5348659233200004
93100,MONTREUIL,48.8633175054,2.44816211857
93360,NEUILLY PLAISANCE,48.8643287852,2.51040249898
93410,VAUJOURS,48.9324772605,2.5810025704
